midx,problem,graphID,#nodes,depth,prfV,bubble_nids
51127,98,958,139,14,"[54, 60, 96, 102, 116, 122]",[]
17479,37,1504,147,14,"[111, 119]",[]
23448,48,1358,452,16,"[384, 398, 425, 437]",[]
33062,65,57,179,14,[],[]
27819,56,1044,100,10,"[82, 90]",[]
41148,8,816,237,13,"[185, 193, 220, 228]",[117]
18830,39,895,178,12,[],[]
2564,103,1184,162,11,"[130, 139, 148]",[]
17922,38,1189,178,16,"[164, 170]",[]
7187,18,1986,327,13,[],[]
24470,5,150,228,14,[],[]
19283,4,746,124,19,[],[]
35995,70,306,200,14,"[188, 194]",[]
50810,98,1848,106,11,[],[]
21401,44,1120,405,16,"[74, 85]",[]
41471,80,392,575,16,[],[]
4912,13,746,295,15,"[67, 75, 124, 132, 150, 158, 242, 250, 269, 279]",[]
23664,48,45,423,23,"[273, 285, 310, 322, 357, 369, 394, 406]",[]
18510,39,1594,304,11,"[254, 264, 274, 284]",[]
28083,56,2579,272,13,[],[]
2794,103,58,229,11,"[185, 196, 207]",[]
31818,63,1150,239,14,"[185, 195, 216, 226]",[]
47564,91,822,147,14,"[55, 73, 110, 128]",[]
3299,104,489,173,10,[],[]
15182,32,2300,219,15,"[179, 185]",[]
20255,41,820,282,27,[],[]
138,1,1565,161,13,"[75, 81]",[]
50561,97,4,130,10,"[106, 112]",[]
19276,4,73,243,14,"[33, 40]",[]
32753,64,718,450,17,"[424, 434]",[164]
8206,2,466,197,12,[],[]
27738,55,714,342,15,"[188, 194, 272, 280, 317, 325]",[]
18042,38,1494,152,13,"[138, 144]",[]
48713,94,1270,233,14,"[171, 179, 214, 222]",[64]
39416,77,1495,116,14,[],[]
37770,74,1033,215,14,"[168, 174, 190, 196]",[]
45436,88,1690,151,14,"[107, 113, 136, 142]",[]
2407,102,859,334,13,"[188, 196, 283, 291, 310, 320]","[110, 203]"
48732,94,1378,229,13,"[179, 187, 206, 216]",[99]
49587,95,839,123,12,[],[]
32558,64,2764,760,17,"[502, 528, 554, 580, 606, 632, 658, 684]",[229]
39312,77,1224,255,17,[],[]
24083,49,365,148,17,[],[]
28763,57,68,184,15,"[172, 178]",[]
23351,48,1033,354,18,[],[]
8307,2,741,279,15,"[178, 185, 192, 253, 263]",[]
20591,42,177,116,10,[],[]
49841,96,285,261,11,"[73, 79, 176, 182, 195, 201, 218, 227, 243, 249]",[]
48451,93,2214,116,11,[],[]
40873,8,1431,344,10,"[259, 267, 295, 303, 322, 332]",[171]
3891,11,845,168,11,"[156, 162]",[]
27594,55,328,231,11,"[213, 221]",[]
26176,52,4952,165,11,"[123, 131, 148, 156]",[]
30671,60,59,192,11,"[119, 128, 137]",[]
14218,30,2868,178,14,"[78, 84]",[]
22349,46,1027,391,18,"[130, 140, 164, 176, 235, 247, 299, 311, 361, 373]",[]
11848,26,86,68,11,[],[]
8166,2,377,367,14,"[261, 270, 279, 335, 343]",[]
28412,57,1657,155,12,"[100, 106, 140, 146]",[]
3898,11,855,258,17,"[244, 250]",[]
17471,37,1482,133,12,[],[]
3902,11,859,183,13,"[133, 139]",[]
20086,41,334,392,19,[],[]
1557,101,1158,243,20,[],[]
2931,103,891,171,16,[],[]
12923,29,1107,168,12,"[154, 160]",[]
4370,12,741,215,16,"[197, 205]",[]
32427,64,1975,983,18,"[421, 485, 549, 613, 677, 741, 805, 869]",[201]
50948,98,2726,146,11,[],[]
28253,56,735,117,11,"[105, 111]",[]
42953,83,3587,350,11,"[336, 342]",[]
6443,16,943,103,12,"[87, 95]",[]
50916,98,2520,167,15,[],[]
21078,43,1745,199,14,"[65, 73, 168, 177, 186]",[]
38117,74,509,203,13,"[151, 159, 186, 194]",[]
23979,49,1363,157,13,[],[]
46161,89,925,134,12,[],[]
38283,75,1059,289,13,[],[]
50244,97,1736,138,30,[],[]
31655,62,3169,102,12,[],[]
43743,85,1127,178,18,[],[]
38320,75,186,477,14,[],[]
9063,21,1565,256,11,"[152, 160, 190, 198, 218, 229, 240]",[75]
17750,37,583,151,14,[],[]
35022,69,25,304,15,"[283, 291]",[]
10855,24,770,193,10,"[157, 168, 179]",[]
3916,11,876,170,11,"[156, 162]",[]
23865,49,1082,155,14,[],[]
13475,3,1498,146,11,[],[]
13287,29,552,195,13,"[110, 116, 180, 186]",[]
42033,81,273,278,15,"[208, 218, 239, 249]",[]
38412,75,315,229,10,"[158, 165, 172]",[]
40923,8,205,306,11,"[220, 228, 256, 264]","[67, 127]"
39551,77,385,174,18,[],[]
1170,100,1999,174,12,"[113, 124, 135]",[]
16633,35,2242,287,14,"[227, 236, 245]",[]
37740,73,931,280,14,"[202, 216, 230, 244]",[]
14239,30,3,154,29,"[142, 148]",[]
34988,69,192,256,12,"[233, 241]",[]
43253,84,1373,155,14,"[129, 136, 143]",[]
37700,73,794,281,15,"[190, 206, 222, 238]",[]
21106,43,1831,117,14,"[85, 94, 103]",[]
5455,14,958,357,15,"[293, 308, 323]",[]
38742,76,101,333,14,"[307, 314, 321]",[74]
5368,14,743,368,12,"[169, 175, 188, 194, 249, 255, 268, 274, 330, 336, 349, 355]",[]
43776,85,1289,105,17,[],[]
43505,84,3412,150,11,"[116, 122, 135, 141]",[]
3806,11,7,150,11,"[134, 142]",[]
31113,61,538,109,10,"[91, 99]",[]
46815,90,1718,146,12,"[68, 74]",[]
30136,6,3576,169,14,"[155, 161]",[]
27287,54,951,195,15,"[49, 57, 94, 100]",[]
42020,81,217,1303,13,"[153, 183, 213, 243, 273, 303, 364, 394, 424, 454, 484, 514, 575, 605, 635, 665, 695, 725, 786, 816, 846, 876, 906, 936, 997, 1027, 1057, 1087, 1117, 1147]",[]
2925,103,881,142,17,[],[]
6662,17,210,207,18,[],[]
16493,35,1684,211,13,"[163, 170, 177]",[]
42364,82,1863,106,13,[],[]
8986,21,1210,237,11,[],[]
21569,44,262,238,11,[],[]
40768,8,1127,254,13,"[159, 167]",[19]
17682,37,378,172,15,"[133, 141]",[]
26805,53,982,206,13,"[146, 156, 179, 191]",[]
12575,28,18,128,10,"[86, 94, 111, 119]",[]
1432,100,637,1389,31,"[140, 146, 184, 190, 228, 234, 272, 278, 316, 322, 360, 366, 404, 410, 448, 454, 492, 498, 536, 542, 580, 586, 624, 630, 668, 674, 712, 718, 756, 762, 800, 806, 844, 850, 888, 894, 932, 938, 976, 982, 1020, 1026, 1064, 1070, 1108, 1114, 1152, 1158, 1196, 1202, 1240, 1246]",[]
25245,50,47,157,14,[],[]
2173,102,166,389,12,"[286, 296, 334, 344, 365, 375]",[]
41870,81,1541,263,15,"[169, 179, 200, 210]",[]
32709,64,407,734,17,"[380, 418, 456, 494, 532, 570, 608, 646]",[222]
6441,16,936,202,12,[],[]
45715,89,1049,152,12,"[123, 129]",[]
50116,96,932,723,21,[],[]
42937,83,3446,258,10,"[244, 250]",[]
28322,57,1119,204,14,"[179, 189]",[]
41445,80,319,338,14,"[171, 177]",[]
21131,43,222,132,15,"[100, 109, 118]",[]
30572,60,25,155,14,"[117, 124, 131]",[]
17929,38,1219,191,17,"[179, 185]",[]
10483,24,145,333,12,"[272, 280, 315, 323]",[]
12694,28,242,110,10,"[82, 88]",[]
25562,51,481,257,12,"[214, 220]",[]
18491,39,1535,217,12,"[175, 183, 191, 199]",[]
3932,11,908,293,11,"[273, 279]",[]
28052,56,2310,98,12,"[80, 88]",[]
22563,46,2420,230,14,[],[]
21779,44,863,169,12,"[53, 64]",[]
26107,52,4492,166,9,"[117, 125, 149, 157]",[]
15843,33,76,148,15,[],[]
783,10,2123,142,13,[],[]
33916,67,1654,143,12,[],[]
32345,64,1503,468,21,"[446, 454]",[231]
24851,50,1089,283,15,"[267, 275]",[]
45734,89,1120,135,10,[],[]
11440,26,1117,106,11,"[92, 98]",[]
16118,34,254,149,12,"[62, 69, 76, 109, 116, 123]",[]
33329,66,1106,342,14,[],[]
2745,103,463,186,12,[],[]
22111,45,2677,142,16,"[126, 132]",[]
33565,66,200,278,12,[],[]
28644,57,3103,174,13,"[110, 118, 152, 160]",[]
10373,23,918,230,13,"[115, 123, 163, 171, 207, 215]",[]
843,10,279,215,10,"[201, 207]",[]
19540,40,1976,272,18,"[158, 211]",[]
49615,95,912,336,18,[],[]
31400,62,1644,99,12,[],[]
22223,45,472,151,17,"[134, 142]",[]
5902,15,637,170,13,"[158, 164]",[]
26961,54,1498,119,15,[],[]
47756,92,1212,238,16,[],[]
41709,80,986,1217,25,"[1203, 1209]",[]
29793,6,1004,164,15,"[148, 156]",[]
9823,22,807,116,10,"[104, 110]",[]
16401,35,1184,176,13,"[143, 150, 157]",[]
35512,7,289,154,13,"[118, 124, 139, 145]",[]
21695,44,610,185,13,[],[]
29466,59,1541,293,17,[],[]
16272,34,3555,100,12,[],[]
5871,15,514,190,13,"[176, 182]",[]
41829,81,1423,361,14,"[294, 304, 330, 340]",[]
1525,101,1086,183,17,[],[]
4387,12,801,115,13,"[103, 109]",[]
23843,49,1012,125,17,[],[]
48475,93,2366,186,12,"[33, 39, 59, 65, 85, 91, 112, 118, 138, 144, 164, 170]",[]
48159,92,995,416,19,"[384, 390]",[]
2963,103,958,140,12,[],[]
42775,83,1530,393,18,"[379, 385]",[]
4848,13,527,130,11,[],[]
8769,20,591,173,12,"[161, 167]",[]
37863,74,1250,434,21,"[86, 92, 105, 111, 153, 159, 172, 178, 220, 226, 239, 245, 301, 307, 320, 326, 382, 388, 401, 407]",[]
4297,12,486,164,13,[],[]
25872,52,1387,167,9,"[109, 117, 147, 155]",[]
48368,93,184,284,13,"[51, 59, 67, 75, 91, 98, 105, 127, 134, 141, 155, 161, 190, 197, 204, 218, 224, 244, 250]",[]
46457,9,256,669,14,"[598, 606, 646, 654]",[]
13225,29,308,157,10,"[139, 147]",[]
42309,82,153,196,12,"[178, 186]",[]
16681,35,2418,229,16,"[192, 199, 206]",[]
7335,18,630,291,16,[],[]
50832,98,2004,191,12,"[71, 79, 123, 131, 171, 179]",[]
37560,73,2392,273,13,[],[]
21247,43,622,132,15,"[106, 113, 120]",[]
11094,25,1363,152,13,[],[]
49654,96,102,151,12,"[75, 83, 138, 144]",[]
4531,13,1220,78,10,[],[]
11660,26,448,154,13,"[136, 144]",[]
172,1,1693,109,10,[],[]
14749,31,285,138,13,"[120, 128]",[]
19664,40,2822,262,16,"[88, 101]",[]
40165,78,804,260,23,[],[]
48284,93,1389,143,13,[],[]
48314,93,1574,364,15,"[46, 54, 62, 70, 105, 112, 119, 153, 160, 167, 201, 208, 215, 248, 254, 286, 292, 324, 330]",[]
9113,21,1747,320,11,"[269, 277, 303, 311]",[208]
11820,26,8,94,11,[],[]
23025,47,271,139,12,[],[]
9150,21,189,334,14,"[272, 280, 314, 322]",[102]
37105,72,2919,793,20,"[170, 176, 225, 233, 314, 320, 404, 411, 418, 489, 498, 507, 566, 574, 658, 667, 676, 739, 750, 761]",[]
13561,3,194,123,12,[],[]
38306,75,141,137,10,[],[]
18773,39,66,335,10,"[284, 292, 308, 315, 322]",[]
22260,45,62,86,9,"[72, 78]",[]
28695,57,3402,155,16,"[134, 142]",[]
7669,19,2618,227,13,"[163, 171, 208, 216]",[]
49166,95,1042,197,10,[],[]
5973,16,1008,315,12,"[90, 99, 108, 117, 126, 177, 185, 193, 201, 239, 246, 253, 272, 278]",[]
22066,45,2445,102,13,"[89, 95]",[]
36591,71,2548,216,13,[],[]
41036,8,55,300,14,"[234, 242, 267, 283]",[84]
25139,50,238,262,13,"[242, 252]",[]
33588,66,25,753,23,[],[]
17487,37,1523,149,14,"[115, 123]",[]
46482,9,39,201,15,"[183, 191]",[]
21422,44,1160,200,14,"[140, 148]",[]
48557,93,486,149,20,[],[]
47582,91,847,162,13,"[142, 152]",[]
21430,44,1173,103,12,"[81, 92]",[]
27840,56,1144,99,10,"[81, 89]",[]
5676,15,2078,367,15,"[353, 359]",[]
24046,49,279,178,17,"[153, 163]",[]
27783,55,9,267,14,"[205, 213, 248, 256]",[]
19975,41,130,216,26,[],[]
23700,48,596,427,17,[],[]
46074,89,646,97,10,[],[]
6462,16,992,103,10,[],[]
45162,87,942,154,19,"[140, 146]",[]
15545,33,2000,123,15,[],[]
17350,36,92,195,11,[],[146]
21510,44,1378,123,11,"[105, 114]",[]
4791,13,287,95,13,[],[]
40657,79,6013,183,20,"[161, 169]",[]
17830,37,906,210,18,"[147, 157]",[]
21183,43,386,111,11,[],[]
12178,27,2069,396,16,"[104, 131, 158, 198, 204, 239, 266, 293, 320, 347]",[]
10562,24,2099,250,11,"[172, 180, 231, 239]",[]
20604,42,1811,143,13,[],[]
44004,85,2332,127,18,[],[]
3665,11,388,1403,24,"[37, 43, 88, 96, 119, 129, 156, 168, 199, 213, 248, 264, 303, 321, 364, 384, 431, 453, 504, 528, 583, 609, 668, 696, 742, 750, 773, 783, 810, 822, 853, 867, 902, 918, 957, 975, 1018, 1038, 1085, 1107, 1158, 1182, 1237, 1263, 1322, 1350]",[]
9884,22,92,203,11,"[189, 195]",[]
23799,48,90,321,14,[],[]
7275,18,399,381,14,[],[]
27176,54,520,85,11,[],[]
1506,101,1049,204,14,[],[]
21290,43,805,126,13,[],[]
22847,47,1069,116,10,[],[]
32719,64,446,976,20,"[510, 562, 614, 666, 718, 770, 822, 874]",[]
12905,29,1041,143,14,"[125, 133]",[]
37283,73,1044,247,15,[],[]
38068,74,385,283,14,"[197, 203, 250, 256]",[]
11703,26,544,165,13,"[114, 122, 148, 156]",[]
51288,99,1680,342,12,"[127, 140, 153, 180, 193, 206, 233, 246, 259, 286, 299, 312]",[]
13313,29,659,137,15,"[111, 117]",[]
31135,61,588,222,14,"[110, 124, 188, 200]",[]
50659,98,1081,119,10,[],[]
36664,71,515,238,16,[],[]
32956,65,342,105,11,[],[]
31224,61,828,136,13,"[108, 118]",[]
30225,6,423,251,16,[],[]
19792,40,417,188,13,"[174, 180]",[]
15676,33,2832,166,16,"[148, 156]",[]
31711,62,371,121,15,[],[]
19639,40,2741,162,16,"[143, 149]",[]
32562,64,280,382,25,[],[216]
37014,72,2452,812,16,"[112, 119, 126, 197, 204, 211, 261, 268, 275, 350, 357, 364, 452, 459, 466, 533, 540, 547, 601, 608, 615, 688, 695, 702, 754, 761, 768]",[]
48981,94,281,231,13,"[186, 194, 212, 220]",[96]
26339,53,106,172,14,"[78, 85, 151, 161]",[]
43879,85,1816,189,20,[],[]
29161,58,66,276,18,"[220, 227, 255, 265]",[]
26063,52,3939,195,11,"[145, 153, 170, 178]",[]
8283,2,678,194,14,[],[]
25593,51,546,230,12,[],[]
10320,23,830,117,10,"[47, 57, 87, 95]",[]
17512,37,1573,184,16,"[152, 160]",[]
5208,14,230,419,11,"[145, 160, 175, 250, 265, 280, 355, 370, 385]",[]
46575,9,72,238,14,"[218, 228]",[]
17200,36,501,130,12,[],[26]
1820,101,622,318,14,[],[]
22353,46,106,1066,15,[],[]
42203,81,994,248,14,"[144, 154, 184, 194]",[]
50248,97,1758,307,11,"[33, 41, 81, 89, 129, 137, 177, 185, 225, 233, 271, 277]",[]
30919,61,1423,135,9,[],[]
41103,8,71,419,12,"[365, 373, 394, 406]","[171, 232]"
50768,98,1633,181,12,[],[]
4359,12,710,177,16,"[137, 143]",[]
4936,13,86,103,11,[],[]
16467,35,1535,188,12,[],[]
22901,47,1760,88,10,[],[]
50799,98,1808,180,10,[],[]
41330,80,1317,353,14,"[98, 104]",[]
12658,28,2003,168,11,"[114, 122, 149, 157]",[]
50863,98,2243,180,12,"[57, 65, 122, 130, 153, 161]",[]
23766,48,82,338,13,[],[]
42038,81,283,422,12,"[137, 167, 197, 227, 257, 287]",[]
24798,5,939,252,14,[],[]
15995,34,1703,95,12,[],[]
11243,25,501,123,13,[],[]
7555,19,1774,216,14,[],[]
2835,103,683,267,15,"[205, 224, 243]",[]
18906,4,1144,121,15,[],[]
45902,89,1799,193,14,"[131, 137]",[]
49735,96,1221,592,15,"[435, 445, 517, 527, 537, 547]",[]
25446,51,229,369,19,"[242, 248, 309, 319]",[]
10427,24,1087,160,10,"[122, 133, 144]",[]
5625,15,1826,225,15,"[187, 205]",[]
4389,12,804,144,16,"[128, 134]",[]
42581,82,350,142,12,"[128, 134]",[]
14096,30,2105,89,14,"[75, 81]",[]
11306,25,728,375,16,"[361, 367]",[]
1127,100,1739,176,13,"[123, 134, 145]",[]
12851,28,766,108,15,"[78, 84]",[]
50874,98,2310,274,15,"[145, 155, 176, 186, 215, 225, 247, 257]",[]
39647,77,661,190,10,[],[]
50378,97,2630,264,24,[],[]
24970,50,1641,241,14,"[227, 233]",[]
41922,81,1748,390,13,"[173, 203, 233, 263, 293, 323]",[]
33236,65,908,214,13,[],[]
43981,85,2161,183,14,[],[]
50606,97,781,239,8,"[125, 131, 144, 150, 163, 169, 182, 188, 201, 207, 220, 226]",[]
21513,44,1381,184,12,"[91, 97, 120, 126]",[]
33576,66,217,269,19,"[246, 254]",[]
18982,4,1589,153,16,"[121, 137]",[]
19490,40,1717,203,16,"[189, 195]",[]
43714,85,1054,155,16,[],[]
22461,46,1818,370,16,"[125, 135, 191, 206, 268, 283, 342, 352]",[]
19990,41,157,397,21,[],[]
33399,66,131,248,11,[],[]
24455,5,129,228,12,[],[]
20090,41,342,258,21,[],[]
1023,100,1197,1141,31,"[391, 397, 415, 421, 439, 445, 463, 469, 487, 493, 511, 517, 535, 541, 559, 565, 583, 589, 607, 613, 631, 637, 655, 661, 679, 685, 703, 709, 727, 733, 751, 757, 775, 781, 799, 805, 823, 829, 847, 853, 871, 877, 895, 901, 919, 925, 943, 949, 967, 973, 991, 997]",[]
26481,53,1639,222,11,"[135, 143, 177, 185, 202, 210]",[]
51065,98,666,134,13,[],[]
14002,30,1647,75,14,[],[]
13108,29,1775,135,11,"[95, 101]",[]
20681,42,310,128,11,[],[]
51151,99,1046,249,12,"[160, 166, 184, 190, 208, 214, 232, 238]",[]
33607,66,288,408,14,[],[]
39171,76,764,239,14,"[215, 222, 229]",[]
23717,48,631,329,20,[],[]
46997,90,2620,173,18,"[153, 163]",[]
42064,81,367,265,14,"[163, 173, 194, 204]",[]
46228,9,1162,236,13,"[174, 182, 217, 225]",[]
4588,13,1409,153,11,"[100, 108, 134, 142]",[]
14066,30,195,122,12,"[108, 114]",[]
34846,69,1164,371,15,"[300, 310]",[]
16119,34,2546,103,16,[],[]
32072,63,2040,264,13,"[206, 216, 239, 251]",[]
15684,33,2867,183,16,"[165, 173]",[]
5629,15,1851,140,12,"[126, 132]",[]
11520,26,1339,344,13,"[251, 259, 289, 297, 326, 334]",[]
31537,62,2346,90,11,[],[]
262,1,2066,128,11,"[116, 122]",[]
730,10,196,143,11,[],[]
5499,15,1228,225,16,"[211, 217]",[]
36004,70,325,209,12,"[197, 203]",[]
29949,6,2099,147,15,[],[]
26180,52,4998,134,11,"[104, 112]",[]
26263,52,5769,130,12,[],[]
11033,25,124,157,13,[],[]
43393,84,2628,187,14,"[153, 159, 172, 178]",[]
48304,93,150,478,12,"[75, 83, 91, 99, 140, 146, 185, 191, 230, 236, 275, 281, 321, 328, 335, 376, 383, 390, 431, 438, 445]",[]
47406,91,438,127,11,"[107, 116]",[]
1392,100,45,531,34,"[495, 506, 517]",[]
20552,42,1650,272,13,"[185, 193, 220, 228]",[]
11083,25,134,131,13,[],[]
34103,67,2486,120,11,[],[]
15640,33,2657,154,14,"[140, 146]",[]
22986,47,2239,83,9,[],[]
42259,82,128,210,14,"[196, 202]",[]
6876,17,807,215,17,"[140, 146]",[]
12273,27,437,264,15,"[102, 113, 124, 177, 186, 195, 204, 213, 230, 236]",[]
4891,13,695,165,11,"[56, 64, 146, 154]",[]
20159,41,55,317,26,[],[]
14572,31,1572,214,13,"[163, 173]",[]
41245,80,1069,228,13,[],[]
6405,16,842,100,9,"[77, 85]",[]
45240,88,1128,199,21,[],[]
9863,22,881,174,13,"[160, 166]",[]
17510,37,1569,176,15,[],[]
23164,47,4276,157,9,"[120, 127, 142, 149]",[]
32742,64,637,479,17,"[457, 467]",[230]
28554,57,2509,190,13,"[120, 130, 164, 174]",[]
9368,21,801,183,11,[],[]
43304,84,1763,202,16,"[168, 174, 187, 193]",[]
28476,57,2152,171,12,"[155, 163]",[]
3391,104,738,85,10,[],[]
42971,83,3835,277,18,"[263, 269]",[]
22049,45,2390,137,11,"[123, 129]",[]
596,10,1409,160,9,"[146, 152]",[]
11483,26,1196,91,13,[],[]
40519,79,4310,261,12,"[243, 251]",[]
40368,79,2437,170,13,[],[]
17082,36,1655,139,12,[],[]
2067,102,1229,275,13,[],"[86, 146]"
20982,43,1439,133,12,"[104, 111, 118]",[]
27662,55,495,285,13,"[269, 277]",[]
25198,50,2648,124,11,"[108, 116]",[]
46039,89,501,199,12,"[159, 165]",[]
20673,42,282,136,13,[],[]
11176,25,389,140,13,[],[]
26705,53,654,179,11,"[142, 149, 164, 171]",[]
44606,86,743,187,14,"[109, 115, 142, 148, 173, 179]",[]
36551,71,2352,465,13,[],[]
38369,75,254,193,12,"[95, 101, 180, 186]",[]
1384,100,41,181,11,"[145, 156, 167]",[]
23584,48,1762,1105,16,"[345, 413, 481, 549, 617, 685, 753, 821, 889, 957]",[]
22565,46,2427,256,13,[],[]
8888,20,890,176,13,[],[]
50176,97,1279,332,14,"[39, 45, 77, 83, 139, 145, 186, 192, 237, 243, 313, 319]",[]
33198,65,846,218,10,[],[]
23339,48,1005,320,16,[],[]
33015,65,461,144,16,[],[]
3810,11,713,220,14,"[206, 212]",[]
12598,28,1848,113,14,"[54, 60, 78, 84]",[]
9721,22,598,141,10,"[129, 135]",[]
12256,27,369,295,25,[],[]
3524,11,112,224,13,"[92, 98, 150, 156, 208, 214]",[]
7618,19,2127,208,11,"[164, 172, 189, 197]",[]
14469,31,1271,214,10,"[170, 178]",[]
48554,93,468,417,17,"[56, 64, 72, 80, 116, 123, 130, 165, 172, 179, 214, 221, 228, 262, 268, 301, 307, 340, 346, 379, 385]",[]
47888,92,1535,368,11,"[349, 355]",[]
5053,14,1231,202,14,"[150, 157, 164]",[]
18131,38,182,154,14,"[140, 146]",[]
17844,37,931,188,14,[],[]
21199,43,461,106,16,[],[]
15587,33,2325,164,11,[],[]
43189,83,672,413,18,"[399, 405]",[]
13413,3,1117,114,12,[],[]
23185,47,4479,164,9,"[116, 124, 143, 153]",[]
42177,81,895,143,10,[],[]
24510,5,229,165,14,[],[]
17001,36,1377,136,13,[],[18]
5443,14,913,240,12,"[192, 207, 222]",[94]
45693,89,1005,180,11,[],[]
29302,58,999,167,16,[],[]
18999,4,1680,229,12,[],[]
36259,70,975,173,15,"[155, 163]",[]
26303,52,793,200,11,"[150, 158, 177, 187]",[]
40705,79,842,258,13,"[142, 150]",[]
14236,30,2978,109,14,"[95, 101]",[]
935,10,71,143,12,[],[]
15116,32,1999,278,13,"[247, 255]",[]
28549,57,2487,150,12,"[95, 103, 131, 139]",[]
27361,55,1162,261,11,[],[]
31251,61,892,147,11,"[117, 128]",[]
689,10,1790,186,13,"[174, 180]",[]
24611,5,517,210,15,[],[]
41617,80,776,304,14,"[290, 296]",[]
24236,49,795,179,14,[],[]
41524,80,542,295,13,[],[]
23947,49,1271,142,18,[],[]
1282,100,2403,183,11,"[141, 150, 159]",[]
5717,15,2194,215,15,[],[]
44326,86,1386,334,23,"[118, 126, 183, 189, 280, 286, 304, 314]",[]
20138,41,510,479,19,"[335, 355, 375, 395, 415, 435]",[]
47205,91,1106,114,10,"[102, 108]",[]
43178,83,5711,365,19,"[343, 353]",[]
22422,46,1667,303,14,[],[]
8842,20,745,212,11,"[196, 204]",[]
48293,93,1426,176,14,[],[]
40404,79,2966,152,12,"[138, 144]",[]
15480,33,1676,115,13,"[101, 107]",[]
7631,19,2251,261,13,"[217, 225, 242, 250]",[]
29199,58,728,177,19,[],[]
24658,5,626,206,16,[],[]
5954,15,917,200,14,"[178, 184]",[]
6680,17,25,264,17,[],[]
3312,104,527,206,14,"[179, 187]",[]
49561,95,776,121,9,[],[]
5166,14,1513,304,15,"[242, 261, 280]",[]
37896,74,1317,254,11,"[103, 111, 137, 145]",[]
38591,75,712,161,10,[],[]
49808,96,21,212,14,"[164, 172, 197, 203]",[]
27827,56,1098,265,12,"[128, 136, 160, 168, 192, 200, 224, 232, 247, 253]",[]
18770,39,65,314,10,"[246, 254, 274, 280, 298, 304]",[]
5129,14,1411,392,13,"[316, 332, 348]",[]
35645,7,69,233,13,"[136, 142, 162, 170, 187, 195, 212, 220]",[]
50801,98,1817,134,11,[],[]
11302,25,672,54,9,"[40, 46]",[]
11600,26,332,111,12,"[99, 105]",[]
47639,91,947,108,11,[],[]
9310,21,573,228,13,[],[83]
29525,59,1744,327,16,[],[]
19182,4,411,154,13,"[132, 142]",[]
21746,44,802,188,10,[],[]
43406,84,2707,174,10,"[131, 137, 159, 165]",[]
46740,90,1379,195,12,"[88, 96]",[]
51417,99,2397,247,12,"[151, 159, 176, 184, 201, 209, 226, 234]",[]
12707,28,282,130,10,"[93, 100, 115, 122]",[]
30480,60,1744,154,12,"[112, 121, 130]",[]
39904,78,1504,350,16,[],[]
4079,12,1302,157,15,[],[]
32950,65,331,158,11,[],[]
27350,55,1137,221,14,[],[]
43107,83,5016,399,13,"[381, 389]",[]
12887,28,937,158,11,"[104, 112, 139, 147]",[]
46724,90,1290,116,10,[],[]
20438,42,1308,116,9,[],[]
40073,78,495,192,16,"[154, 165, 176]",[]
6851,17,752,370,16,"[81, 89, 346, 354]",[]
28953,58,1302,176,17,"[164, 170]",[]
9918,22,997,183,15,[],[]
41795,81,1313,303,15,"[245, 255, 276, 286]",[]
43210,84,1046,130,11,"[96, 102, 115, 121]",[]
14347,30,444,90,15,[],[]
6578,17,1319,379,18,"[303, 313, 351, 361]",[]
26355,53,1135,206,17,"[150, 158, 179, 191]",[]
44670,86,933,139,14,[],[]
18447,39,141,427,13,"[355, 365, 386, 396, 413, 419]",[277]
1453,100,807,143,13,"[117, 124, 131]",[]
38826,76,1332,241,12,"[197, 210, 223]","[52, 52]"
49102,94,81,152,11,[],[36]
11692,26,511,83,12,[],[]
36429,71,1799,954,20,[],[]
10934,25,1042,163,16,[],[]
34408,68,364,178,14,"[73, 83, 93, 103]",[]
11198,25,421,201,18,[],[]
5338,14,660,344,13,"[296, 311, 326]",[]
14027,30,1756,120,24,[],[]
36318,71,1256,231,13,[],[]
26813,53,998,175,13,"[136, 144, 160, 167]",[]
36541,71,2301,551,18,[],[]
29393,59,1293,343,16,"[141, 147]",[]
7307,18,563,350,15,[],[]
26333,53,1041,184,11,"[135, 143, 160, 168]",[]
5750,15,2288,160,12,[],[]
28780,57,770,149,13,[],[]
16324,34,654,129,13,[],[]
48154,92,985,696,16,"[327, 337]",[]
39853,78,1358,231,20,[],[]
3342,104,578,112,11,"[67, 73]",[]
33288,66,1023,234,12,"[214, 224]",[]
39576,77,444,134,12,[],[]
9094,21,1678,292,13,"[248, 256, 273, 281]",[76]
38317,75,180,182,10,[],[]
36593,71,2560,1170,21,[],[]
43785,85,1322,144,18,[],[]
17851,37,949,142,14,"[113, 121]",[]
49497,95,569,184,11,[],[]
28736,57,562,217,13,[],[]
24491,5,185,213,17,[],[]
34760,68,967,180,14,"[77, 87, 97, 107]",[]
13449,3,1401,121,12,[],[]
38311,75,156,201,12,[],[]
10830,24,637,207,11,"[171, 182, 193]",[]
26843,54,1081,126,14,"[86, 92]",[]
33722,66,616,244,15,[],[]
7925,19,91,171,12,"[159, 165]",[]
8433,20,1023,244,12,"[97, 105, 128, 142, 156, 170, 216, 224]",[]
29651,59,351,369,19,"[357, 363]",[]
1304,100,2453,406,15,"[370, 381, 392]",[252]
20700,42,38,115,12,[],[]
19843,40,856,187,13,"[173, 179]",[]
30349,60,1289,158,14,"[118, 128, 138]",[]
40731,8,1031,331,11,[],"[31, 112]"
